AT_PERCENT	FORWARD_PERCENT	CORRECT
0.6443264484477366	0.31657266367391834	0.3194822801161289
0.6957835462161791	0.7633225882537935	0.14675896790434234
0.5051655174106157	0.7992127010610287	0.17073107049608355
0.6708655639465558	0.0	0.18136681319376363
0.6690216888285564	0.9952195805978711	0.17939320543055645
0.6263909082816533	0.003295668549905838	0.17385436283741368
0.672429384541731	0.9866569767441861	0.158043465594593
0.6339404961495837	0.9052425429346188	0.19343175655317868
0.6655370177267987	0.9888390111917353	0.1605139898927647
0.6341306749569641	0.7151970084412549	0.18160552604783003
0.6477302683608372	0.7016188676144302	0.26544616144703975
0.6968319482402812	0.07263488267822447	0.2779441715586438
0.49154572017052256	0.7180318801226933	0.3145181602941917
0.35273659626320064	0.9721116639027086	0.44829445681180263
0.5228669429755609	0.7370736773065151	0.24210209881941408
0.5064330135710149	0.7675559726504894	0.25202159954866615
0.5297831393165603	0.200325773094104	0.2579283792788568
0.5298535486293654	0.19152886424398455	0.2623410110827362
0.5283080819925887	0.21559429163991903	0.2388188781813689
0.4939860001971803	0.8210127888971727	0.3361816826288926
0.5118246445497631	0.1561974974297249	0.30139429719884436
0.5116741652853422	0.8517371861025111	0.2969898021870009
0.48495070735597917	0.7944170771756979	0.28228093745335125
0.5027582020218017	0.8066499337262755	0.24352068586254547
0.3516265710089549	0.9728850402426636	0.4687968402582918
0.5275051747230001	0.8881351560484911	0.2602785745665039
0.6416887984313336	0.79689910521444	0.18682619323298597
0.4590096689129798	0.14438717244359395	0.1991647331786543
0.547120008947545	0.0	0.3778024314704387
0.5327087745143173	0.024262263515139847	0.3070824396944357
0.6725639896246268	0.9926183014323086	0.1915302177128474
0.5871007487441948	0.749657829370913	0.16768895422517363
0.5400129123497402	0.20728345194588704	0.18263127524523948
0.6435113862356797	0.8935265814564454	0.15045606163473743
0.6708508496654627	0.1453709623405486	0.19319877005510397
0.4969647973222137	0.9982622902123868	0.23151149305658805
0.6613461188323118	0.8232923354874574	0.18771770934931029
0.6608105652147573	0.15917096490124544	0.17060714961225648
0.6557567801414208	0.8270901361592016	0.1342629727895354
0.6573138901497957	0.2262002139306613	0.23422941324603375
0.6677736066993936	0.13578676448835902	0.18900689287933023
0.628607568795498	0.2982523315920466	0.2038872159868601
0.6290006194507537	0.30577909878585646	0.20569247179026554
0.628263264417288	0.697111039850742	0.2062793341690231
0.6281995439288734	0.7213214039917413	0.19822901437201731
0.629729386354974	0.7121592148309706	0.199060289015762
0.33263922913604443	0.9539334570405213	0.3305571138825357
0.6278926731759822	0.721226095212261	0.1972213177032454
0.62995807394232	0.26313745075190054	0.20098773652960436
0.5370118343195266	0.22688027927562884	0.3023415333769838
0.6733820645391335	0.7466462734601536	0.12057483350858746
0.6729143806162697	0.7599725967676642	0.14120803693997255
0.6484122228879569	0.19507538350121797	0.1476397392850089
0.6759587453028809	0.23931051794828884	0.23795820295037998
0.6757380568974772	0.731582853961774	0.22385105461743057
0.6782272539003176	0.7663955852454255	0.2562871114215857
0.6761330194231902	0.7666050262224513	0.16580625569389615
0.6116941529235382	0.9327326995357064	0.21534379836391776
0.6469057518021117	0.7465618245042449	0.17112534539060537
0.6286235243216515	0.9066770792659118	0.1520221787345075
0.6605658233147915	0.7764469825590369	0.18268251273344652
0.6601276294020326	0.10633202711948747	0.1387780548628429
0.6739278065089066	0.16837043143720803	0.1964010565705481
0.6669106307342447	0.8810454657298302	0.19826667031194467
